title,price,rating,reviews_count,free_delivery,deal_badge,amoled,hd_display,lcd,oled,gps,bluetooth,calling,alexa,heart_rate,spo2,sleep,blood_oxygen,sports,fitness_tracker,step_counter,waterproof,ip68,ip67,5atm,men,women,kids,short_name,price_segment,is_popular
pro-fit move veryfitpro smart watch ip68 waterproof fitness tracker heart rate monitor step counter (id205l) (black),8824.0,4.1,2000.0,True,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,pro-fit move veryfitpro smart watch,Premium,1
punnkfunnk nexoro 2.01” smartwatch for men & women | bluetooth calling | heart rate | spo2 | sleep & fitness tracker | 100+ sports modes | ip67 | compatible with android & iphone - (maroon),949.0,3.3,144.0,True,Limited time deal,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,punnkfunnk nexoro 2.01” smartwatch for,Budget,0
"punnkfunnk novolux hd display smartwatch for men & women answer/make calls, heart rate monitor, 113+ sports modes, step counter, ip68 waterproof, compatible with android & ios(metal grey)",979.0,3.6,163.0,True,Limited time deal,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,punnkfunnk novolux hd display smartwatch,Budget,0
"boat lunar discovery pro, 1.39"" display, premium metal build, round dial, emergency sos, functional crown, multiple sports modes, hr,spo2 & sleep tracking, smart watch for men & women (sports blue)",1699.0,3.8,5600.0,True,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,"boat lunar discovery pro, 1.39""",Budget,0
"minecraft kids smartwatch - interactive led screen watch with 10 custom watch faces, games, camera, alarm, step tracker & more - fun tech gift for boys and girls - fits wrists 5.5'' to 8.0""",4343.0,4.4,455.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,minecraft kids smartwatch - interactive,Mid-Range,0
"lige smart watches for men answer/make calls,1.75"" display fitness tracker with compass altitude and barometric pressure 900mah sleep monitor 110+sport modes for android ios smartwatch(silver)",8723.0,4.1,60.0,True,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,lige smart watches for men,Premium,0
"punnkfunnk h18 smartwatch for men & women | 2.01"" hd full display | bluetooth calling watch with heart rate | spo₂ & sleep monitor | 100+ sports modes | long battery life | ip67 fitness watch- (black)",949.0,3.8,18.0,True,Limited time deal,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,punnkfunnk h18 smartwatch for men,Budget,0
"fire-boltt ninja x ring smart watch 1.96"" always on display bluetooth calling, voice assistant, spo2 & heart rate, 120+ sports modes, ip67 waterproof smartwatch for men & women - black nylon",2499.0,4.0,3100.0,True,Limited time deal,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,fire-boltt ninja x ring smart,Budget,1
layers anarc smart watch–1.85” amoled octagonal display i stainless steel–designed in london i hisilicon processor i 6-axis motion sensor i precise heart rate & spo2 monitoring i ip68 water resistant,3999.0,3.8,284.0,True,,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,layers anarc smart watch–1.85” amoled,Mid-Range,0
"boat lunar oasis w/tbt navigation, qr tray, watch face studio, bluetooth calling, emergency sos 1.43"" (3.6 cm) amoled display fitness smart watch for men & women(steel black)",3499.0,3.7,963.0,True,,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"boat lunar oasis w/tbt navigation,",Mid-Range,0
"gamesir premium luxurious gen 12 smartwatch, hd display, activity tracker, bluetooth calling, customizable watch faces, water resistant smartwatch for women & girls (maroon)",1299.0,3.8,29.0,True,Limited time deal,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,gamesir premium luxurious gen 12,Budget,0
"noise champ 2 kids smart watch with habit building (handwash, brushing, etc), ip68 waterproof, activity tracker, in-built games, school mode. noisefit sync app, for boys and girls (mickey black)",1999.0,3.7,14000.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,noise champ 2 kids smart,Budget,0
"fastrack noir rizz women smart watch with 1.72"" inch ultra hd display,womens health,ai watchface & ai chat,functional crown,24/7 health suite,bt calling,ip68,additional silicone strap,games - black",3999.0,3.6,71.0,True,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,fastrack noir rizz women smart,Mid-Range,0
"fastrack vox neo smart watch with 1.91” curved tft display, rotary crown, offline voice commands,to-do list, bt calling, 24/7 health suite, spo2, hrm, sleep tracking, ip68 water resistant - delta clay",2399.0,4.2,21.0,True,,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,fastrack vox neo smart watch,Budget,0
"smart watch for android ios phones compatible with iphone samsung, 2.01'' touchscreen fitness tracker smartwatch with call/sms/heart rate/pedometer for men women (black1)",11239.0,2.7,4.0,True,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,smart watch for android ios,Premium,0
"acumen a1 4g smart watch with 1.44’’ips display|advance gps with pedometer,calories & sleep monitoring|heart rate,body tempture|sos,phone,camera,upto 4 day battery| magnet charging port|",3990.0,4.2,3.0,False,,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,acumen a1 4g smart watch,Mid-Range,0
"gamesir neolux 1.96” hd display smartwatch for men & women 2025 with 110+ sports modes, heart rate, sleep monitor, ip68 waterproof, answer/make calls for android & ios(black)",939.0,3.4,82.0,True,Limited time deal,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,gamesir neolux 1.96” hd display,Budget,0
"zorbes® compatible with with amazfit active 2/bip 6, usb charging dock smart watch desk magnetic charger dock with self-adhesive backing, 3.3ft long cable",1052.0,4.5,2.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zorbes® compatible with with amazfit,Budget,0
"nervfit vibe smartwatch with 1.85"" truecolor+ led display | bluetooth calling | waterproof | heart rate & spo2 tracking | sleep & stress monitor | 5-day battery | sports modes (grey with silicon)",1599.0,4.4,101.0,True,,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,"nervfit vibe smartwatch with 1.85""",Budget,0
"gamesir safeguard kids smart watch 5g/4g with sim calling, 800mah battery, gps tracker, sos alerts, video calling, face unlock, voice chat, games, ip67 waterproof (olive green)",3129.0,3.1,91.0,True,Limited time deal,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,gamesir safeguard kids smart watch,Mid-Range,0
"punnkfunnk neolux 1.96” hd display smartwatch for men & women 2025 with 110+ sports modes, heart rate, sleep monitor, ip68 waterproof, answer/make calls for android & ios(metal black)",979.0,3.9,115.0,True,Limited time deal,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,punnkfunnk neolux 1.96” hd display,Budget,0
lady's fashion smartwatch bt call 1.32inch round screen health monitoring fitness tracker waterproof ai voice assistant women's i58 smart watch synthetic diamond band (gold),9663.0,4.3,6.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,lady's fashion smartwatch bt call,Premium,0
"smart watch for women, 1.19"" amoled hd screen women's smartwatch, fitness tracker with heart rate/sleep monitor, bluetooth call, ip67 waterproof, compatible with ios & android (luxury gold rt-i222)",15115.0,3.9,31.0,True,,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,"smart watch for women, 1.19""",Premium,0
"iaret smart watch for women(call receive/dial), fitness tracker waterproof smartwatch for android ios phones 1.7"" hd full touch screen digital watches with heart rate sleep monitor pedometer (black)",5474.0,4.0,357.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,iaret smart watch for women(call,Mid-Range,0
"fastrack reflex beat pro smart watch|large 1.75"" super ultravu display|highest 320x390 pixel resolution|singlesync bt calling|110+ sports modes|nitrofast charging|calculator|passcode protection",2495.0,3.7,31.0,False,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,fastrack reflex beat pro smart,Budget,0
"gamesir neolux 1.96” hd display smartwatch for men & women 2025 with 110+ sports modes, heart rate, sleep monitor, ip68 waterproof, answer/make calls for android & ios (ocean green)",999.0,3.4,82.0,True,Limited time deal,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,gamesir neolux 1.96” hd display,Budget,0
"gamesir musk 5g/4g kids smart watch with gps tracker, sim calling, face unlock, video calls, sos alerts, ip67 waterproof, 800mah battery, voice chat, live location(orange)",3129.0,3.6,100.0,True,Limited time deal,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,gamesir musk 5g/4g kids smart,Mid-Range,0
"minecraft kids led smartwatch interactive gaming-themed watch 10 changeable faces, step counter, calculator, games, selfie cam, alarm & timer, printed silicone straps – fits wrists 5.5""-8.5"", grey,",4612.0,4.3,155.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,minecraft kids led smartwatch interactive,Mid-Range,0
"boat enigma orion men's luxury smart watch enigma orion w/ 1.39”(3.53 cm) hd display, functional crown, bt calling, metal body, activity tracker, 7 days battery, watch for man (active black)",1999.0,3.9,1100.0,True,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,boat enigma orion men's luxury,Budget,0
"gamesir active 2 smartwatch for men & women, 1.39” hd round display, bluetooth calling, heart rate & spo₂, 100+ sports modes, ip67, long battery life for android & ios (metal black)",1499.0,4.5,16.0,True,,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,gamesir active 2 smartwatch for,Budget,0
punnkfunnk tracknova 4g/5g kids smart watch | hd video call | live gps tracking | app control | safe zone & sos | games | family chat | 800mah long battery | facelock | safety watch for kids - (black),3049.0,3.4,49.0,True,Limited time deal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,punnkfunnk tracknova 4g/5g kids smart,Mid-Range,0
"fastrack marvellous fx2 1.54"" super amoled smart watch with spo2, sleep monitor, bt calling, metal body, voice assistant, 100+ sports modes – smartwatch for professionals (rose gold)",6799.0,3.8,922.0,True,,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"fastrack marvellous fx2 1.54"" super",Mid-Range,0
"fire-boltt glitz women smart watch with 1.19” amoled display, bluetooth calling, rotating crown, always on display, 1000 nits brightness, ip68 waterproof soft olive",1999.0,4.1,1100.0,True,Limited time deal,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,fire-boltt glitz women smart watch,Budget,1
"military smart watch with heart rate monitor/compass/flashlight/gps, 1.43"" smartwatch with 170+ sport modes,5atm waterproof fitness watch for men & women, compatible ios android (black)",9863.0,4.4,8.0,True,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,military smart watch with heart,Premium,0
"smart watch with earbuds, 1.52"" hd screen smartwatch for men, rugged military bluetooth call fitness tracker,3 in 1 bluetooth watch with local music,sleep monitor,heart rate",9205.0,3.6,114.0,True,,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,"smart watch with earbuds, 1.52""",Premium,0
"cellecor m10 vision 2.01"" super-retina amoled display | 1200 nits | aod | bt-calling | ai voice | 60hz refresh rate | ip68 | rotating crown | smartwatch (green)",2599.0,3.7,5.0,True,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"cellecor m10 vision 2.01"" super-retina",Budget,0
"military smart watches for men(answer/make calls), 1.39""hd fitness watch, 24/7 heart rate sleep monitor, smart watch for men 110+ sport modes, 30day, ip68 waterproof smartwatch for android ios, brown",3192.0,4.2,120.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,military smart watches for men(answer/make,Mid-Range,0
"stainless steel metal chain band adjustable strap compatible with apple watch straps 49mm 46mm 45mm 44mm 42mm, band for iwatch series 11 10 9 8 7 6 5 4 se3 se2 se ultra 3 2 1 (no watch)",1399.0,5.0,2.0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stainless steel metal chain band,Budget,0
"bribejat smart watch for women (make/answer call), hd 1.27'' smartwatch with diamonds, fitness tracker pedometer spo2/heart rate/sleep monitor, compatible with iphone samsung ios android phone",3597.0,4.0,64.0,True,,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,bribejat smart watch for women,Mid-Range,0
"helix metalfit 2.0 smartwatch with bluetooth calling, 1.5"" hd ips full-touch display, spo2, body temperature & bp measurement, 20 sports modes and unlimited watch faces",3449.0,3.5,1500.0,True,,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,helix metalfit 2.0 smartwatch with,Mid-Range,0
"gamesir q15 kids smart watch – 1.44"" tft display | 3g/4g sim support | gps tracking & two-way calling | water rasistence| learning & gaming apps smartwatch for boys & girls-(black)",1459.0,3.1,91.0,True,Limited time deal,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,gamesir q15 kids smart watch,Budget,0
"fastrack ella women smart watch with 1.2"" inch amoled display,patterned bezel,ai watchface & ai chat,functional crown,24/7 health suite,bt calling,spo2,hrm,ip68, multiple menu styles,games- dark wine",5999.0,3.5,2.0,True,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,fastrack ella women smart watch,Mid-Range,0
"kids smart watch for girls age 5-12, kids watch with 26 games, camera music player pedometer habit tracking hd touchscreen flashlight smart watch for kid birthday gifts for girls ages 6 7 8 9 (pink)",5208.0,4.4,238.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,kids smart watch for girls,Mid-Range,0
"gamesir glavito round dial smartwatch with 1.49"" amoled display, 100+ sports modes, ip67, bluetooth calling, functional crown control, health tracking, 100+ watch faces for men & women (maroon)",1349.0,3.6,43.0,True,,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,gamesir glavito round dial smartwatch,Budget,0
"boat ultima regal w/ 2.01”(5.10 cm) crystal-clear amoled display, 1000 nits brightness,premium metal body, functional crown, 100+ sports modes, fitness smart watch for men & women (cool grey)",2599.0,3.9,285.0,True,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,boat ultima regal w/ 2.01”(5.10,Budget,0
"tensky smart watch for women/men, 1.85'' hd activity smartwatch for iphone/android, 100+ sport modes fitness tracker (answer/make call), alexa built-in, sleep/heart rate/spo2 monitor/2atm waterproof",13184.0,4.2,422.0,True,,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,"tensky smart watch for women/men,",Premium,0
"noise twist round dial smart watch with bluetooth calling, 1.38"" tft display, up-to 7 days battery,",2298.0,4.0,1.0,False,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noise twist round dial smart,Budget,0
"goodatech kids smart watch for boys girls, 1.54'' smartwatch with 26 puzzle games, hd camera, video music player, pedometer, flashlight, audio book, aluminum case and sport band (blue)",6674.0,4.6,35.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,goodatech kids smart watch for,Mid-Range,0
"smart watch with earbuds, 2 in 1 bluetooth smartwatch, 1.39"" hd ips screen smartwatch for men women, fitness tracker long time standby men women sports smart watch (pink)",10985.0,4.1,107.0,True,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,"smart watch with earbuds, 2",Premium,0
"fastrack active rugged smartwatch with 1.83"" ultravu hd display|singlesync bt calling|functional crown|100+ sports modes|ai coach|auto multisport recognition|ai voice assistant|24x7 health suite|ip68",3499.0,3.6,12.0,False,,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,fastrack active rugged smartwatch with,Mid-Range,0
"french connection smart man full touch smartwatch with mesh band (color: silver) with 1.69'' large display, bluetooth, sport modes, metal body, heart rate monitor, multiple watch faces- e17-d",9999.0,2.6,13.0,True,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,french connection smart man full,Premium,0
"gamesir novolux hd display smartwatch for men & women answer/make calls, heart rate monitor, 113+ sports modes, step counter, ip68 waterproof, compatible with android & ios(grey)",884.0,3.6,110.0,True,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,gamesir novolux hd display smartwatch,Budget,0
"kids smart watch with gps tracker, video call function, games (purple)",6613.0,4.6,30.0,True,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,kids smart watch with gps,Mid-Range,0
"titan crest 1.43” amoled smart watch for productivity with bt calling, ai morning briefs, functional crown, health tracking, aluminium body, 100+ sports modes, smartwatch for men and women – black",5999.0,4.0,726.0,False,,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,titan crest 1.43” amoled smart,Mid-Range,0
"gamesir gen 12 pro bluetooth smartwatch for men & women | amoled display with touchscreen fitness tracker| elegant round dial, sports mode, health monitoring, waterproof (maroon)",1299.0,3.9,13.0,True,Limited time deal,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,gamesir gen 12 pro bluetooth,Budget,0
"noise pulse 2 pro [new launch] 1.8"" vibrant display, bluetooth calling smart watch for men & women, 7 days battery life, metallic finish, built-in games, voice assistance, health suite (elite silver)",1699.0,3.9,24200.0,True,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,noise pulse 2 pro [new,Budget,0
"setracker connect2kidz lbs-m2 smart watch for kids | safe 2-way calling | lbs based location tracking, sos alerts, voice chat | long battery life | smart watch for kids, girls & boys – pink",1547.0,3.1,5.0,True,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,setracker connect2kidz lbs-m2 smart watch,Budget,0
"walkerfit rugged smartwatch m6 gps, activity tracker for hiking, cycling, diving, swimming, 5atm waterproof, heart rate/sleep monitor, 70 day battery life, android/iphone compatible, ideal gift, black",12816.0,4.5,2.0,True,,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,"walkerfit rugged smartwatch m6 gps,",Premium,0
"fire-boltt brillia smart watch 2.02” super amoled display, bluetooth calling, spo2, heart rate monitor, 120+ sports modes, fitness tracker, voice assistant, smart watch for man & women",1899.0,4.0,23100.0,True,Limited time deal,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,fire-boltt brillia smart watch 2.02”,Budget,1
"boat storm infinity w/15 days extensive battery life, only charge twice a month, huge 550mah battery, fast charge, 1.83”(4.65cm) display, fitness tracker, smart watch for men & women (deep blue)",1499.0,4.0,873.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,boat storm infinity w/15 days,Budget,0
"vtech kidizoom smartwatch dx3, pink",8738.0,4.6,589.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"vtech kidizoom smartwatch dx3, pink",Premium,0
"gamesir evo vista premium smartwatch, 1.3” hd display bluetooth calling, fitness & sleep tracker, 100+ sports modes, ip67 waterproof compatible with android & ios for men’s & women (colour-grey)",1499.0,3.4,16.0,True,Limited time deal,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,"gamesir evo vista premium smartwatch,",Budget,0
"boat enigma daze women's luxury smart watch w/ 1.3”(3.3cm) auravue display w/ 20% higher brightness, emergency sos, female wellness tracking, bt calling, smart watch for women latest (brown leather)",1999.0,3.7,2300.0,True,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,boat enigma daze women's luxury,Budget,0
"timex iconnect navigator 1.83""(4.6cm) display with turn by turn navigation & bt calling smartwatch for unisex - twixw901t",2269.0,5.0,1.0,True,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"timex iconnect navigator 1.83""(4.6cm) display",Budget,0
"hammer active bluetooth calling smart watch with ip67 rating & hd round display with spo2 monitoring, breathing mode, full touch screen & multiple watch faces with camera & music control (black)",1998.0,3.7,112.0,True,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,hammer active bluetooth calling smart,Budget,0
"gamesir kids smartwatch for boys & girls, men & women, sim card support, location tracker/gps system, music player, camera, video,notification, alarm, waterproof, calling smart watch-red",1330.0,2.9,313.0,True,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,gamesir kids smartwatch for boys,Budget,0
"military smart watches for men (answer/make calls) with led flashlight 3atm waterproof smartwatch with 100+ sports modes 1.53"" fitness tracker with heart rate monitor for iphone android",7736.0,4.0,168.0,True,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,military smart watches for men,Premium,0
"matakul smart watch for men women 1.96"" hd screen smartwatch answer/make calls 100+ sport modes ip68 waterproof fitness tracker with step counter,sleep & heart rate monitor for android ios phones",4729.0,4.2,73.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,matakul smart watch for men,Mid-Range,0
"fitness smartwatch for women with built-in gps, amoled display - heart rate, blood oxygen & sleep monitoring, step counter, bluetooth call, 50m waterproof, iphone & android compatible（rose gold）",12120.0,4.2,70.0,True,,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,fitness smartwatch for women with,Premium,0
"punnkfunnk newly launched safeguard 5g/4g kids smart watch with sim calling, gps tracker, video call, sos alerts, face unlock, games, ip67, 800mah battery, voice chat, live location(pink)",3129.0,3.6,240.0,False,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,punnkfunnk newly launched safeguard 5g/4g,Mid-Range,0
"fire-boltt brillia pro smart watch 2.02″ super amoled display with bluetooth calling, spo₂ & heart rate monitor, 120+ sports modes, ip67 waterproof mesh smartwatch for men & women - black",1899.0,3.7,94.0,True,Limited time deal,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,fire-boltt brillia pro smart watch,Budget,0
"smart watch, smartwatches for men women, 1.85"" hd fitness tracker (answer/make calls), 120+ sport modes, heart rate/sleep monitor, ip68 waterproof fitness watch, smartwatch for android ios (pink)",4413.0,3.9,53.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,"smart watch, smartwatches for men",Mid-Range,0
"timex iconnect go 1.38""(3.50 cm) display with functional crown and bt calling smartwatch for unisex - twixw802t",2795.0,4.5,2.0,True,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"timex iconnect go 1.38""(3.50 cm)",Budget,0
"fastrack magnus fx3 1.46"" smart watch with single sync bt calling, all-round health monitoring, functional crown, metal alloy case, 60+ sports modes,ip68 water resistant – smartwatch for men (black)",4499.0,3.8,922.0,True,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"fastrack magnus fx3 1.46"" smart",Mid-Range,0
"smart watches for women, 1.43"" amoled screen bluetooth call smartwatch, 120+ sports modes fitness tracker, blood oxygen heart rate sleep monitor for android ios black gold 2026",7599.0,4.2,5.0,True,,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,"smart watches for women, 1.43""",Premium,0
"new military outdoor sports smart watch with purple anti-counterfeiting identification light flashlight compass ip68 waterproof bluetooth smartwatch for men women., camouflage green, 1.7 inch",7767.0,4.5,2.0,True,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,new military outdoor sports smart,Premium,0
"smart fitness d-115 watch for xiaomi redmi 8 original sports touchscreen smart watch bluetooth 1.3"" smart watch led with daily activity tracker, heart rate h sleep monitorer (d-115)",999.0,1.0,1.0,False,,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,smart fitness d-115 watch for,Budget,0
"punnkfunnk h9 smart watch 2.01"" tft display, bluetooth 5.0 with 100+ sports mode, heart rate & blood oxygen monitor, call & message reminders compatible with android & ios, ip67 waterproof(pink)",949.0,3.7,227.0,True,Limited time deal,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,"punnkfunnk h9 smart watch 2.01""",Budget,0
"punnkfunnk q18 kids smart watch, 2g/3g connectivity, two-way calling, voice calling, gps tracker, sos function, camera & water rasistence, smartwatch for kids - boys & girls - (blue)",1349.0,3.5,93.0,True,Limited time deal,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"punnkfunnk q18 kids smart watch,",Budget,0
"military smart watches for men, 2.01"" hd smartwatch with 1000 mah battery/2 straps/answer/make call/led flashlight/heart rate/sleep monitor, 100+ sport modes for android/iphone (black)",10619.0,4.0,29.0,True,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,"military smart watches for men,",Premium,0
"fastrack vox neo smart watch with 1.91” curved tft display, rotary crown, offline voice commands,to-do list, bt calling, 24/7 health suite, spo2, hrm, sleep tracking, ip68 water resistant - leafy sage",2159.0,4.2,21.0,True,,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,fastrack vox neo smart watch,Budget,0
"smart watches for men(answer/dial calls),1.43'' amoled always-on display,fitness tracker with heart rate/spo2/sleep monitor,400mah/120 sports modes/ ip68 waterproof military smartwatch for ios android",8116.0,4.0,96.0,True,,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,"smart watches for men(answer/dial calls),1.43''",Premium,0
"crossbeats aura round 1.46"" super amoled smart watch, always on, advanced ai enc bluetooth calling, in-built games, fast charge, rotating crown, 123+ sports modes, 454 × 454 pixel (black, black)",2560.0,3.4,272.0,True,Limited time deal,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"crossbeats aura round 1.46"" super",Budget,0
"punnkfunnk newly launched fitrivo smart watch 2.01"" curved amoled display, 100+ watch faces, crown control, 100+ sports modes, health tracking, bluetooth calling, ip67, for men & women(grey)",1159.0,3.2,79.0,True,Limited time deal,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,punnkfunnk newly launched fitrivo smart,Budget,0
"smart watches for men, 1.73"" amoled smartwatch with 100 sports modes, heart rate/sleep monitor, bluetooth phone calls, ip67 waterproof,fitness tracker for iphone/android (rb black)",13397.0,4.0,6.0,True,,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,"smart watches for men, 1.73""",Premium,0
"gamesir musk 5g/4g kids smart watch with gps tracker, sim calling, face unlock, video calls, sos alerts, ip67 waterproof, 800mah battery, voice chat, live location(blue)",3129.0,3.6,100.0,True,Limited time deal,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,gamesir musk 5g/4g kids smart,Mid-Range,0
"punnkfunnk newly launched safeguard 5g/4g kids smart watch with sim calling, gps tracker, video call, sos alerts, face unlock, games, ip67, 800mah battery, voice chat, live location(olive green)",3129.0,3.6,240.0,False,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,punnkfunnk newly launched safeguard 5g/4g,Mid-Range,0
