title,price,rating,reviews_count,free_delivery,deal_badge,amoled,hd_display,lcd,oled,gps,bluetooth,calling,alexa,heart_rate,spo2,sleep,blood_oxygen,sports,fitness_tracker,step_counter,waterproof,ip68,ip67,5atm,men,women,kids,short_name,price_segment,is_popular
"fire-boltt legacy luxury round smart watch 1.43″ super amoled, bluetooth calling, wireless charging, voice assistant, spo₂ & heart rate monitor, 110+ sports modes, smart watch for men & women - black",1699.0,3.8,2200.0,True,Limited time deal,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,fire-boltt legacy luxury round smart,Budget,0
"gamesir h18 pro smartwatch with long battery life, 2.01"" high-resolution screen, bluetooth calling, ip68 waterproof, tft display, luxury design for men & women (pink)",939.0,3.9,116.0,True,Limited time deal,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,gamesir h18 pro smartwatch with,Budget,0
"punnkfunnk evo vista smartwatch, 1.3” hd display bluetooth calling metal smartwatch, fitness & sleep tracker, 100+ sports modes, ip67 waterproof compatible with android & ios(gold)",1399.0,3.4,238.0,True,,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,"punnkfunnk evo vista smartwatch, 1.3”",Budget,0
"gamesir q15 kids smart watch – 1.44"" tft display | 3g/4g sim support | gps tracking & two-way calling | water rasistence| learning & gaming apps smartwatch for boys & girls-(blue)",1459.0,3.1,91.0,True,Limited time deal,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,gamesir q15 kids smart watch,Budget,0
"noise colorfit pro 5 max 1.96"" amoled display smart watch, bt calling, post training workout analysis, vo2 max, rapid health, 5x faster data transfer - space blue",3999.0,3.7,1800.0,True,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noise colorfit pro 5 max,Mid-Range,0
"fastrack astor fs1 pro smart watch, 1.97"" amoled display, bluetooth calling, 100+ sports modes, spo2 & heart rate monitoring, women's health, ip68, up to 5 days battery, functional crown (teal)",2499.0,4.0,1400.0,True,,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,fastrack astor fs1 pro smart,Budget,1
"imoo kids phone watch z1 – smart watch with gps tracker, 4g video & voice calls, advanced parental controls, durable quality with ipx8 water resistance, sos, gift for kids (green)",9490.0,4.2,2400.0,True,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,imoo kids phone watch z1,Premium,1
"huawei watch fit 4 smartwatch, 1.82"" large display, up to 10-day battery life, dual band gps, 100+ sports modes, fitness health tracker, emotional assistant, compatible with android ios, white",12999.0,4.3,1800.0,True,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"huawei watch fit 4 smartwatch,",Premium,1
"boat lunar embrace w/vibrant 1.51"" (3.8 cm) amoled display,premium metal design, functional crown, 100+ sports mode, animated watch faces, built-in games, smart watch for men & women(steel grey)",3499.0,4.2,393.0,True,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,"boat lunar embrace w/vibrant 1.51""",Mid-Range,0
"fastrack marvellous fx2 1.54"" super amoled smart watch with spo2, sleep monitor, bt calling, metal body, voice assistant, 100+ sports modes – smartwatch for professionals (black)",6799.0,3.8,922.0,True,,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"fastrack marvellous fx2 1.54"" super",Mid-Range,0
"fastrack xtreme pro smartwatch with 1.43"" amoled display with 466 * 466 pixel resolution|singlesync bt calling|ai voice assistant|100+ sports modes and watchfaces|upto 5 day battery|ip68",3299.0,4.0,31.0,True,,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,fastrack xtreme pro smartwatch with,Mid-Range,0
"fire-boltt rise luxe bluetooth calling smart watch, 1.85”hd display,ai outfit watch face, 2 looks in 1 watch, extra straps at ₹99, 120+ sports modes, metal smartwatch for men & women (rose gold)",1216.0,3.1,94.0,True,,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,fire-boltt rise luxe bluetooth calling,Budget,0
"itel unicorn max smartwatch with 1.43"" amoled display, 1000 nits brightness, ai voice assistant, bluetooth v5.3, ip68 waterproof, 200+ watch faces, 100+ sports modes (copper gold)",850.0,3.7,126.0,True,,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,itel unicorn max smartwatch with,Budget,0
"fastrack astor fr2 pro 1.43"" amoled stainless steel smart watch with spo2, heart rate, bt calling, adaptive aod,functional crown, ai voice assistant – smartwatch for stylish professionals (rose gold)",3407.0,4.2,1100.0,True,,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"fastrack astor fr2 pro 1.43""",Mid-Range,1
"fire-boltt ninja phantom smart watch 1.83” display, transparent clear body design, bluetooth calling, 120+ sports modes, voice assistant, ai outfit watch face smartwatch for men & women black smoke",999.0,4.0,1500.0,True,,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,fire-boltt ninja phantom smart watch,Budget,1
"fastrack limitless glide x 1.83"" smart watch with ultra uv hd display, spo2, heart rate & sleep tracking, bluetooth calling, 100+ sports modes, 5-day battery, smartwatch for men & women (green)",1299.0,3.8,186.0,True,,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,"fastrack limitless glide x 1.83""",Budget,0
samsung galaxy fit3 (gray) | 4cm amoled display | 13 days battery | 100+ exercises | media control | track sleep | track your workout,3899.0,4.2,2900.0,True,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,samsung galaxy fit3 (gray) |,Mid-Range,1
"boat lunar discovery neo, 1.39"" (3.5 cm) round hd display, premium metallic finish, animated watchfaces, 100+ sports mode, bluetooth calling, smart watch for men & women (ocean blue)",1399.0,4.0,21200.0,True,,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,"boat lunar discovery neo, 1.39""",Budget,1
"titan celestor 1.43"" amoled smart watch with built-in gps, advanced health intelligence, ai voice assistant, aluminium case, 100+ sports modes, water resistance – smartwatch for men & women (beige)",9995.0,4.0,411.0,True,,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,"titan celestor 1.43"" amoled smart",Premium,0
"fire-boltt phoenix air smart watch 1.26” round display, rotating button, wireless charging, ultra lightweight metal body, bluetooth calling, smartwatch with silicone & mesh steel straps mocha brown",1099.0,4.1,1700.0,True,Limited time deal,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fire-boltt phoenix air smart watch,Budget,1
"fire-boltt ninja x ring smart watch with 1.96” large display, bluetooth calling, wireless charging, wireless charging",1199.0,4.1,18500.0,True,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fire-boltt ninja x ring smart,Budget,1
"noise colorfit pulse 3 with 1.96"" biggest display bluetooth calling smart watch, premium build, auto sport detection & 170+ watch faces smartwatch for men & women (deep wine)",1499.0,3.9,5100.0,True,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,noise colorfit pulse 3 with,Budget,0
"noise pro 5 smart watch with 1.85"" amoled display, bt calling, new diy watch faces, ultra personalization with smart dock, productivity suite, 100 sports modes and more - (elite black)",3499.0,3.8,2200.0,True,,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,noise pro 5 smart watch,Mid-Range,0
"nervfit vibe smartwatch with 1.85"" truecolor+ led display | bluetooth calling | waterproof | heart rate & spo2 tracking | sleep & stress monitor | 5-day battery | sports modes (midnight black)",1649.0,4.4,101.0,True,,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,"nervfit vibe smartwatch with 1.85""",Budget,0
"imoo kids watch phone z7 [4g cellular + gps + health], 4g smartwatch, hd video & voice call, gps enabled with 14 days historical track, kids emotion detector, heartrate, body temp., spo2 (pink)",15490.0,4.3,247.0,True,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,imoo kids watch phone z7,Premium,0
"fire‑boltt rise smart watch 1.85″ hd display with bluetooth calling, ai voice assistant, rotating crown,spo2 & heart rate monitor, 120+ sports modes,ip67 waterproof smart watch for men & women - black",1199.0,4.0,40800.0,True,,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,fire‑boltt rise smart watch 1.85″,Budget,1
"fire-boltt talk round smart watch 1.39″ tft display with bluetooth calling, dual button, voice assistance, spo₂ & heart rate monitor, 120+ sports modes, smartwatch for men & women - wine",1099.0,4.0,60100.0,True,,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,fire-boltt talk round smart watch,Budget,1
"boat chrome eon, premium metal body, 1.43” (3.63 cm) amoled round display, ai coach health insights, advanced s1 processor, auto heart rate, hrv, vo2 max, smart watch for men & women (sterling black)",3999.0,4.0,137.0,True,,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"boat chrome eon, premium metal",Mid-Range,0
"fastrack vox pro smart watch with offline voice commands,to-do list, rotary crown, 1.38” tft display, bt calling, 24/7 health suite, spo2, hrm, sleep tracking, ip68 water resistant - leafy sage",2399.0,4.1,25.0,True,,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,fastrack vox pro smart watch,Budget,0
"noise endeavour pro outdoor rugged military smart watch, titanium alloy bezel, dual-band gps, 164ft water resistance, 28 days battery on standby, ai companion, for ios & android (driftstone beige)",9999.0,4.0,2500.0,True,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noise endeavour pro outdoor rugged,Premium,1
"goboult trail pro smartwatch 2.01''3dcurved+ amoled display,bt calling 5.3, 600nits brightness, ip68, 250+ watchfaces, 123+ sports modes, ai voice assistant, spo2 tracking (jet black)",1799.0,3.7,376.0,True,,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,goboult trail pro smartwatch 2.01''3dcurved+,Budget,0
"boat lunar discovery neo, 1.39"" (3.5 cm) round hd display, premium metallic finish, animated watchfaces, 100+ sports mode, bluetooth calling, smart watch for men & women (olive gold)",1199.0,4.0,21200.0,True,,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,"boat lunar discovery neo, 1.39""",Budget,1
"fire-boltt ninja call pro max nyluxe smart watch 2.01″ with bluetooth calling, voice assistance, spo2 & heart rate monitor, 120+ sports modes, ip67 waterproof, smart watch for men & women - grey",999.0,3.7,6200.0,True,Limited time deal,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,fire-boltt ninja call pro max,Budget,0
"noise twist go round dial smartwatch with bt calling, 1.39"" display, metal build, 100+ watch faces, ip68, sleep tracking, 100+ sports modes, 24/7 heart rate monitoring (elite black)",1999.0,3.9,1600.0,True,Limited time deal,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,noise twist go round dial,Budget,0
"goboult drift max smartwatch 2.01'' hd screen, bt calling 5.2, 350 nits brightness, ip67, 150+ watchfaces, 120+ sports modes, ai voice assistant, spo2 monitoring (silver)",1499.0,3.8,129.0,True,,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,goboult drift max smartwatch 2.01'',Budget,0
"fire-boltt phoenix air smart watch 1.26” round display, rotating button, wireless charging, ultra lightweight metal body, bluetooth calling, smartwatch with silicone & mesh steel straps carbon black",1099.0,4.1,1700.0,True,Limited time deal,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fire-boltt phoenix air smart watch,Budget,1
"goboult newly launched rover pro 1.43'' amoled, free straps, bluetooth calling, ip68, zinc alloy frame, 1000 nits brightness, ai voice assistant, spo2, 120+ sports mode smartwatch (pure black)",1799.0,3.6,26.0,True,,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,goboult newly launched rover pro,Budget,0
"titan smart 3 premium smart watch|1.96"" super amoled display with 410x502 pixel resolution|singlesync bt calling|nitrofast charging|110+ sports modes|200+ watchfaces|upto 7 day battery",4999.0,3.7,507.0,True,Limited time deal,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,titan smart 3 premium smart,Mid-Range,0
"fire-boltt phoenix pro round smart watch 1.39″ hd display with bluetooth calling, ai voice assistant, spo2 & heart rate monitor, 120+ sports modes, ip67 waterproof smartwatch for men & women - black",1399.0,3.9,100000.0,True,,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,fire-boltt phoenix pro round smart,Budget,0
"fire-boltt phoenix pro round smart watch 1.39"" hd display with bluetooth calling, ai voice assistant, spo2 & heart rate monitor, 120+ sports modes, ip67 waterproof smartwatch for women - golden pink",1399.0,3.9,100000.0,True,Limited time deal,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,fire-boltt phoenix pro round smart,Budget,0
"titan evoke 2.0, 1.32"" amoled display smart watch with aod,1000 nits, functional crown, magnetic strap, metal body,fast charge,24/7 health suite, bt calling, spo2, hrm, ip68 smartwatch - glacier blue",8074.0,4.3,54.0,True,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"titan evoke 2.0, 1.32"" amoled",Premium,0
"titan celestor 2.0 smartwatch with 1.43"" inch amoled display, dual band gps, abc, offline maps, 5 atm, training load & readiness, running courses, offline music, titanq, hybrid strap​ - orion blue",11499.0,3.9,27.0,True,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,titan celestor 2.0 smartwatch with,Premium,0
"fire-boltt talk round smart watch 1.39″ tft display with bluetooth calling, dual button, voice assistance, spo₂ & heart rate monitor, 120+ sports modes, smartwatch for men & women - blue",1099.0,4.0,60100.0,True,Limited time deal,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,fire-boltt talk round smart watch,Budget,1
"noise icon arc 2.01"" immersive curved display smartwatch, 10-day battery, 1atm water resistant, functional crown, 100+ sports modes, health suite™, voice assistant, built-in games (elite black)",1699.0,4.0,1100.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"noise icon arc 2.01"" immersive",Budget,1
"fire-boltt ninja phantom smart watch 1.83” display, transparent clear body design, bluetooth calling, 120+ sports modes, voice assistant, ai outfit watch face smartwatch for men & women shadow olive",999.0,4.0,1500.0,True,,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,fire-boltt ninja phantom smart watch,Budget,1
"noise twist go round dial smartwatch with bt calling, 1.39"" display, metal build, 100+ watch faces, ip68, sleep tracking, 100+ sports modes, 24/7 heart rate monitoring (black link)",1899.0,3.7,663.0,True,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,noise twist go round dial,Budget,0
"boat ultima prime smartwatch with 1.43” amoled display, aod, personalized fitness nudges, functional crown,100+ sports modes, create your own watchface, smartwatch for man and woman (forest green)",2199.0,3.9,2600.0,True,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,boat ultima prime smartwatch with,Budget,0
"noise pro 6 smart watch:intelligent ai, endless ai watch faces, ai companion, 1.85” amoled, en2 processor, nebula ui 2.0, emergency sos, compatible with ios & android(rose-gold link)",6499.0,4.0,24100.0,True,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noise pro 6 smart watch:intelligent,Mid-Range,1
"gamesir kids smartwatch for boys & girls, men & women, sim card support, location tracker/gps system, camera, video,notification, alarm, water rasistance, calling smart watch-green",1499.0,2.9,313.0,False,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,gamesir kids smartwatch for boys,Budget,0
"boat storm infinity w/15 days extensive battery life, only charge twice a month, huge 550mah battery, fast charge, 1.83”(4.65cm) display, fitness tracker, smart watch for men & women (cherry blossom)",1499.0,4.0,873.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,boat storm infinity w/15 days,Budget,0
"fastrack new limitless x2 smartwatch|1.91"" ultravu with rotating crown|60 hz refresh rate|advanced chipset|singlesync bt calling|nitrofast charge|100+ sports mode & faces|upto 5 day battery|ip68,teal",1699.0,4.0,2400.0,True,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"fastrack new limitless x2 smartwatch|1.91""",Budget,1
"fire-boltt ninja x ring smart watch with 1.96” large display, bluetooth calling, wireless charging, ai voice assistant, 500+ watch faces, health suite, smart watch for man & woman – black s",1199.0,4.1,18500.0,True,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fire-boltt ninja x ring smart,Budget,1
"fastrack volt s1 smart watch for man and women latest with 1.83"" display, silicone strap, bt calling, 100+ sports modes, heart rate, spo2, ip68, ideal smartwatch for boys and girls (wine red)",1599.0,4.1,249.0,True,,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,fastrack volt s1 smart watch,Budget,0
"noise endeavour (smartchoice) rugged design 1.46"" amoled display smart watch, bt calling, sos feature, rapid health & 100+ sports modes- (black)",3499.0,4.0,2500.0,True,,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,noise endeavour (smartchoice) rugged design,Mid-Range,1
"gamesir novolux hd display smartwatch for men & women answer/make calls, heart rate monitor, 113+ sports modes, step counter, ip68 waterproof, compatible with android & ios(metal grey)",999.0,3.6,110.0,True,Limited time deal,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,gamesir novolux hd display smartwatch,Budget,0
"titan smart pro smartwatch with amoled display,gps,temperature,stress & sleep monitor,multisport tracker,spo2,women health monitor,5 atm water resistance & upto 14 days battery life-90149ap04(red)",11995.0,3.4,252.0,True,,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,titan smart pro smartwatch with,Premium,0
"fire-boltt ninja call pro max ultra bluetooth calling smart watch, 2.01"" hd display, 120+ sports modes, health suite, ai voice assistance, spo2 smartwatch for men & women - silver link",999.0,3.9,120000.0,True,Limited time deal,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,fire-boltt ninja call pro max,Budget,0
"amazfit active 2 premium (smartchoice) 44mm smart watch, sapphire glass display, free silicon strap, built in gps, 10day battery, 5atm, ios & android, 2000 nits, 160+ sports mode, black leather",11999.0,4.4,1400.0,True,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,amazfit active 2 premium (smartchoice),Premium,1
"huawei watch gt 5 46mm smartwatch, up to 14 days battery life, ios & android compatible,built in maps, pro-level sports call&message reply, free freebuds 5i (black, 46mm)",14999.0,4.5,1100.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,huawei watch gt 5 46mm,Premium,1
punnkfunnk h9 1.96” hd display smartwatch for men & women | bluetooth calling | heart rate | spo2 | sleep monitor | 100+ sports modes | ip67 waterproof fitness watch for android & ios - (white),949.0,3.7,227.0,True,,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,punnkfunnk h9 1.96” hd display,Budget,0
"noise vortex plus 1.46” amoled display, aod, bt calling, sleek metal finish with mesh strap, 7 days battery life, all new os with 100+ watch faces & health suite (gold link)",2999.0,4.0,56200.0,True,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noise vortex plus 1.46” amoled,Budget,1
"noise halo plus 1.46"" super amoled display elite smart watch, bluetooth calling, stainless steel build, always on display, upto 7 days battery (elite black)",2999.0,4.1,7600.0,True,,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"noise halo plus 1.46"" super",Budget,1
"fastrack jupitor r2 smart watch, 1.38” tft display, 240 * 240 pixel resolution, singlesync bt calling, ai voice assistant, 100+ sports modes & smartwatch faces,upto 5 day battery, ip68 (beige)",1799.0,3.8,129.0,True,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"fastrack jupitor r2 smart watch,",Budget,0
samsung galaxy fit3 (pink gold) | 4cm amoled display | 13 days battery | 100+ exercises | media control | track sleep | track your workout,4699.0,4.2,2900.0,True,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,samsung galaxy fit3 (pink gold),Mid-Range,1
"noise twist round dial smart watch with bluetooth calling, 1.38"" tft display, up-to 7 days battery, 100+ watch faces, ip68, heart rate monitor, sleep tracking (rose pink)",1599.0,4.1,2200.0,True,,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,noise twist round dial smart,Budget,1
fossil gen 6 display wellness edition black smartwatch ftw4069,7198.0,3.3,1600.0,True,Limited time deal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fossil gen 6 display wellness,Premium,0
"fire-boltt phoenix air smart watch 1.26” round display, rotating button, wireless charging, ultra lightweight metal body, bluetooth calling, smartwatch with silicone & mesh steel straps rose metal",1099.0,4.1,1700.0,True,Limited time deal,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fire-boltt phoenix air smart watch,Budget,1
"punnkfunnk novolux hd display smartwatch for men & women answer/make calls, heart rate monitor, 113+ sports modes, step counter, ip68 waterproof, compatible with android & ios(black)",949.0,3.6,163.0,True,Limited time deal,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,punnkfunnk novolux hd display smartwatch,Budget,0
"noise icon arc 2.01"" immersive curved display smartwatch, 10-day battery, 1atm water resistant, functional crown, 100+ sports modes, health suite™, voice assistant, built-in games (space blue)",1299.0,4.0,1100.0,True,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"noise icon arc 2.01"" immersive",Budget,1
"fastrack astor fs1 pro smart watch, 1.97"" amoled display, bluetooth calling, 100+ sports modes, spo2 & heart rate monitoring, women's health, ip68, up to 5 days battery, functional crown (black)",2499.0,4.0,1400.0,True,,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,fastrack astor fs1 pro smart,Budget,1
"amazfit balance (smartchoice) 46mm amoled smart watch, body composition, 14 days battery, dual-band gps, bt calling, vo₂ max, aluminium alloy frame, temperature sensor, ai zepp coach(sunset grey)",15999.0,4.2,282.0,True,Limited time deal,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amazfit balance (smartchoice) 46mm amoled,Premium,0
"boat new launch storm infinity max, 20 days maximum battery, biggest battery capacity ever! 2.01"" (5.1cm) display, functional crown, ai nudges, bt calling, smart watch for men & women (sky blue)",1599.0,4.0,873.0,True,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,boat new launch storm infinity,Budget,0
"noise pulse hyper smart watch with 21 days battery, 1.85"" display, ai watch faces, 100+ sports modes, health suite, spo2 & heart rate monitor, 1atm water resistant(deep wine)",1599.0,4.0,24400.0,True,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,noise pulse hyper smart watch,Budget,1
"fastrack limitless glide x 1.83"" smart watch with ultra uv hd display, spo2, heart rate & sleep tracking, bluetooth calling, 100+ sports modes, 5-day battery, smartwatch for men & women (black)",1299.0,3.7,39.0,False,,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,"fastrack limitless glide x 1.83""",Budget,0
"fire‑boltt rise smart watch 1.85″ hd display with bluetooth calling, ai voice assistant, rotating crown,spo2 & heart rate monitor, 120+ sports modes,ip67 waterproof smart watch for men & women - beige",1099.0,4.0,40800.0,True,,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,fire‑boltt rise smart watch 1.85″,Budget,1
"noise vortex plus 1.46” amoled display, aod bt calling, sleek metal finish, 7 days battery life, all new os and with 100+ watch faces & health suite (classic brown)",2299.0,3.2,17.0,True,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noise vortex plus 1.46” amoled,Budget,0
"goboult crown r pro smart watch 1.43''hd amoled, working crown, zinc alloy frame, 600 nits brightness, ai voice assistant, spo2 monitoring, 120+ sports mode (chrome)",1999.0,4.0,622.0,True,,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,goboult crown r pro smart,Budget,0
"hammer ace 3.0 bluetooth calling smart watch with largest 1.85"" ips display, dual mode, spo2, heart rate, strong metallic body & skin friendly strap (black)",1099.0,3.5,1300.0,True,,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,hammer ace 3.0 bluetooth calling,Budget,0
"punnkfunnk evo vista smartwatch, 1.3” hd display bluetooth calling metal smartwatch, fitness & sleep tracker, 100+ sports modes, ip67 waterproof compatible with android & ios(black)",1399.0,3.4,238.0,True,,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,"punnkfunnk evo vista smartwatch, 1.3”",Budget,0
"boat ultima regal w/ 2.01”(5.10 cm) crystal-clear amoled display, 1000 nits brightness,premium metal body, functional crown, 100+ sports modes, fitness smart watch for men & women (active black)",2605.0,3.9,285.0,True,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,boat ultima regal w/ 2.01”(5.10,Budget,0
"boat lunar vista w/large 1.52"" (3.8 cm) auravue display, aod, 550 nits brightness, functional crown,100+ sports mode, heart rate & sp02 monitoring, fitness smart watch for men & women (active black)",1599.0,4.0,7300.0,True,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,"boat lunar vista w/large 1.52""",Budget,1
"fastrack jupiter retro 1.83"" display smart watch with bt calling, functional crown, metal strap, 100+ sports modes, health suite, ip68 – smartwatch for man & women latest (gun black)",1999.0,4.0,109.0,True,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,"fastrack jupiter retro 1.83"" display",Budget,0
"fire-boltt ring s smart watch 1.96"" super amoled display bluetooth calling, voice assistant, spo2 & heart rate monitor, 120+ sports modes, ip67 waterproof smartwatch for men & women - wine",2499.0,2.8,8.0,True,,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,fire-boltt ring s smart watch,Budget,0
"titan valerie 1.19"" amoled studded stainless steel smart watch for women, next-gen chipset, functional crown, sos & bt calling, women wellness suite, bp & skin temp monitor, fast charging (brown)",8999.0,3.9,337.0,True,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"titan valerie 1.19"" amoled studded",Premium,0
"goboult drift max smartwatch 2.01'' hd screen, bt calling 5.2, 350 nits brightness, ip68, 250+ watchfaces, 120+ sports modes, ai voice assistant, spo2 monitoring (coal black)",1499.0,4.0,717.0,True,,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,goboult drift max smartwatch 2.01'',Budget,0
